(260, 1664)#(1664, 2907)#(2907, 696)#(696, 899)#(899, 2546)#(2546, 4428)#(4428, 4275)#(4275, 4355)#(4355, 4547)#(4547, 4610)#(4610, 4252)#(4252, 4794)#(4794, 898)#(898, 909)
(2866, 1244)#(1244, 4547)#(4547, 1901)#(1901, 1730)#(1730, 2774)#(2774, 1321)#(1321, 1889)#(1889, 4882)#(4882, 420)#(420, 313)#(313, 3490)#(3490, 4901)#(4901, 4881)#(4881, 4804)
(4057, 4547)#(4547, 4355)#(4355, 2320)#(2320, 2907)#(2907, 2340)#(2340, 2322)#(2322, 3271)#(3271, 1808)#(1808, 3882)#(3882, 4415)#(4415, 846)#(846, 1172)#(1172, 318)#(318, 4135)
(1176, 2489)#(2489, 1020)#(1020, 111)#(111, 355)#(355, 3490)#(3490, 1215)#(1215, 4547)#(4547, 479)#(479, 209)#(209, 2535)#(2535, 3931)#(3931, 4881)#(4881, 4901)#(4901, 4135)
(1521, 256)#(256, 1375)#(1375, 2166)#(2166, 2641)#(2641, 2059)#(2059, 2678)#(2678, 1753)#(1753, 665)#(665, 1350)#(1350, 1381)#(1381, 2789)#(2789, 4547)#(4547, 2389)#(2389, 262)
(2600, 1483)#(1483, 2876)#(2876, 1842)#(1842, 20)#(20, 1535)#(1535, 367)#(367, 1474)#(1474, 105)#(105, 3705)#(3705, 648)#(648, 1346)#(1346, 3807)#(3807, 4547)#(4547, 1497)
(1175, 1618)#(1618, 2320)#(2320, 3061)#(3061, 3338)#(3338, 4214)#(4214, 4215)#(4215, 4275)#(4275, 4355)#(4355, 4357)#(4357, 4610)#(4610, 4179)#(4179, 4277)#(4277, 4276)#(4276, 4547)
(554, 1872)#(1872, 940)#(940, 51)#(51, 4756)#(4756, 1648)#(1648, 3063)#(3063, 1176)#(1176, 2247)#(2247, 2420)#(2420, 4547)#(4547, 1716)#(1716, 1055)#(1055, 1012)#(1012, 249)
(454, 170)#(170, 1546)#(1546, 2902)#(2902, 2903)#(2903, 3063)#(3063, 479)#(479, 4547)#(4547, 1497)#(1497, 363)#(363, 591)#(591, 1830)#(1830, 4277)#(4277, 3030)#(3030, 1215)
(2623, 2627)#(2627, 2617)#(2617, 1321)#(1321, 1844)#(1844, 2140)#(2140, 905)#(905, 906)#(906, 1231)#(1231, 2284)#(2284, 2131)#(2131, 1929)#(1929, 591)#(591, 2129)#(2129, 2551)
(45, 2212)#(2212, 1375)#(1375, 2064)#(2064, 4547)#(4547, 1081)#(1081, 2328)#(2328, 2758)#(2758, 3187)#(3187, 2033)#(2033, 2065)#(2065, 2365)#(2365, 3319)#(3319, 318)#(318, 4901)
(431, 1664)#(1664, 526)#(526, 4382)#(4382, 493)#(493, 1175)#(1175, 3122)#(3122, 260)#(260, 1942)#(1942, 2381)#(2381, 4155)#(4155, 4215)#(4215, 4253)#(4253, 4547)#(4547, 3897)
(4547, 2639)#(2639, 21)#(21, 2233)#(2233, 3962)#(3962, 3931)#(3931, 260)#(260, 1078)#(1078, 1359)#(1359, 2026)#(2026, 3806)#(3806, 2252)#(2252, 2729)#(2729, 3036)#(3036, 3920)
(1664, 1245)#(1245, 3017)#(3017, 1868)#(1868, 2923)#(2923, 905)#(905, 940)#(940, 2284)#(2284, 2131)#(2131, 898)#(898, 909)#(909, 916)#(916, 939)#(939, 890)#(890, 894)
(1916, 909)#(909, 4215)#(4215, 2914)#(2914, 2517)#(2517, 3076)#(3076, 1199)#(1199, 582)#(582, 105)#(105, 4550)#(4550, 4141)#(4141, 4547)#(4547, 3277)#(3277, 3324)#(3324, 770)
(3615, 217)#(217, 837)#(837, 3402)#(3402, 205)#(205, 1011)#(1011, 1753)#(1753, 2396)#(2396, 4547)#(4547, 1406)#(1406, 2534)#(2534, 789)#(789, 518)#(518, 2560)#(2560, 2876)
(454, 3402)#(3402, 3773)#(3773, 4552)#(4552, 1753)#(1753, 3610)#(3610, 4547)#(4547, 1711)#(1711, 1357)#(1357, 3710)#(3710, 3179)#(3179, 2346)#(2346, 3657)#(3657, 3029)#(3029, 2876)
(403, 590)#(590, 1302)#(1302, 4414)#(4414, 332)#(332, 3489)#(3489, 4547)#(4547, 3425)#(3425, 3884)#(3884, 3876)#(3876, 3214)#(3214, 3529)#(3529, 3896)#(3896, 3446)#(3446, 3932)
(194, 1947)#(1947, 2274)#(2274, 1174)#(1174, 479)#(479, 1191)#(1191, 2131)#(2131, 1190)#(1190, 1595)#(1595, 605)#(605, 1025)#(1025, 2207)#(2207, 2802)#(2802, 1209)#(1209, 318)
(1182, 111)#(111, 526)#(526, 3931)#(3931, 1947)#(1947, 4871)#(4871, 4297)#(4297, 4547)#(4547, 4610)#(4610, 4665)#(4665, 1240)#(1240, 2679)#(2679, 3807)#(3807, 4609)#(4609, 4219)
(136, 1626)#(1626, 1830)#(1830, 1541)#(1541, 3610)#(3610, 2309)#(2309, 4547)#(4547, 2339)#(2339, 2044)#(2044, 545)#(545, 2056)#(2056, 480)#(480, 1583)#(1583, 867)#(867, 590)
(3529, 4547)#(4547, 2403)#(2403, 1646)#(1646, 3915)#(3915, 573)#(573, 4058)#(4058, 1361)#(1361, 4156)#(4156, 2876)#(2876, 1474)#(1474, 296)#(296, 1233)#(1233, 4786)#(4786, 1128)
