(526, 1880)#(1880, 369)#(369, 96)#(96, 846)#(846, 376)#(376, 4532)#(4532, 1866)#(1866, 1947)#(1947, 4425)#(4425, 3905)#(3905, 111)#(111, 2609)#(2609, 456)#(456, 586)
(4862, 2627)#(2627, 1952)#(1952, 4396)#(4396, 4425)#(4425, 1474)#(1474, 2341)#(2341, 1678)#(1678, 484)#(484, 1941)#(1941, 4226)#(4226, 1745)#(1745, 3072)#(3072, 4480)#(4480, 349)
(1064, 1664)#(1664, 526)#(526, 3323)#(3323, 164)#(164, 4425)#(4425, 111)#(111, 554)#(554, 2209)#(2209, 3170)#(3170, 4627)#(4627, 4786)#(4786, 4287)#(4287, 4642)#(4642, 4775)
(518, 3168)#(3168, 4425)#(4425, 2796)#(2796, 888)#(888, 1322)#(1322, 2366)#(2366, 111)#(111, 2645)#(2645, 1664)#(1664, 1181)#(1181, 2743)#(2743, 3900)#(3900, 4076)#(4076, 4343)
(1947, 1174)#(1174, 1078)#(1078, 1703)#(1703, 4058)#(4058, 4114)#(4114, 4425)#(4425, 4254)#(4254, 4290)#(4290, 4357)#(4357, 4627)#(4627, 4628)#(4628, 4642)#(4642, 4653)#(4653, 4298)
(112, 3819)#(3819, 1185)#(1185, 1187)#(1187, 1887)#(1887, 3354)#(3354, 4235)#(4235, 4425)#(4425, 169)#(169, 322)#(322, 355)#(355, 4305)#(4305, 1043)#(1043, 2033)#(2033, 2418)
(355, 3203)#(3203, 3584)#(3584, 3888)#(3888, 846)#(846, 3214)#(3214, 2546)#(2546, 4425)#(4425, 376)#(376, 1198)#(1198, 2293)#(2293, 4532)#(4532, 551)#(551, 2876)#(2876, 2302)
(1176, 1895)#(1895, 2498)#(2498, 4387)#(4387, 260)#(260, 3664)#(3664, 4425)#(4425, 1206)#(1206, 1576)#(1576, 1940)#(1940, 2922)#(2922, 3547)#(3547, 4395)#(4395, 1191)#(1191, 1196)
(88, 112)#(112, 1342)#(1342, 1359)#(1359, 3893)#(3893, 846)#(846, 1253)#(1253, 4425)#(4425, 1187)#(1187, 1271)#(1271, 586)#(586, 3535)#(3535, 4588)#(4588, 1100)#(1100, 2093)
(1585, 1664)#(1664, 2030)#(2030, 2387)#(2387, 4532)#(4532, 1172)#(1172, 4215)#(4215, 266)#(266, 526)#(526, 355)#(355, 1619)#(1619, 2604)#(2604, 4425)#(4425, 20)#(20, 343)
(894, 1963)#(1963, 3311)#(3311, 479)#(479, 2328)#(2328, 1072)#(1072, 1172)#(1172, 2668)#(2668, 3912)#(3912, 1176)#(1176, 2807)#(2807, 4425)#(4425, 895)#(895, 1251)#(1251, 1278)
