(2045, 2320)#(2320, 2722)#(2722, 2676)#(2676, 1944)#(1944, 2562)#(2562, 364)#(364, 2366)#(2366, 4665)#(4665, 3428)#(3428, 4205)#(4205, 1973)#(1973, 785)#(785, 898)#(898, 2922)
(260, 705)#(705, 755)#(755, 750)#(750, 772)#(772, 785)#(785, 794)#(794, 856)#(856, 869)#(869, 871)#(871, 835)#(835, 1038)#(1038, 1403)#(1403, 1407)#(1407, 1415)
(296, 379)#(379, 587)#(587, 589)#(589, 154)#(154, 343)#(343, 585)#(585, 316)#(316, 328)#(328, 592)#(592, 18)#(18, 7)#(7, 773)#(773, 13)#(13, 785)
(587, 151)#(151, 379)#(379, 8)#(8, 157)#(157, 6)#(6, 10)#(10, 773)#(773, 65)#(65, 785)#(785, 815)#(815, 829)#(829, 111)#(111, 318)#(318, 456)
(151, 296)#(296, 379)#(379, 587)#(587, 589)#(589, 348)#(348, 8)#(8, 10)#(10, 67)#(67, 751)#(751, 153)#(153, 109)#(109, 785)#(785, 65)#(65, 26)
(3, 142)#(142, 727)#(727, 770)#(770, 106)#(106, 4)#(4, 21)#(21, 25)#(25, 260)#(260, 772)#(772, 705)#(705, 750)#(750, 785)#(785, 794)#(794, 856)
(67, 161)#(161, 200)#(200, 651)#(651, 666)#(666, 785)#(785, 1245)#(1245, 1365)#(1365, 1850)#(1850, 2403)#(2403, 2490)#(2490, 2523)#(2523, 2600)#(2600, 2617)#(2617, 2679)
(2045, 2320)#(2320, 2722)#(2722, 2676)#(2676, 1944)#(1944, 2562)#(2562, 364)#(364, 2366)#(2366, 4665)#(4665, 3428)#(3428, 4205)#(4205, 1973)#(1973, 785)#(785, 898)#(898, 2922)
(260, 705)#(705, 755)#(755, 750)#(750, 772)#(772, 785)#(785, 794)#(794, 856)#(856, 869)#(869, 871)#(871, 835)#(835, 1038)#(1038, 1403)#(1403, 1407)#(1407, 1415)
(296, 379)#(379, 587)#(587, 589)#(589, 154)#(154, 343)#(343, 585)#(585, 316)#(316, 328)#(328, 592)#(592, 18)#(18, 7)#(7, 773)#(773, 13)#(13, 785)
(587, 151)#(151, 379)#(379, 8)#(8, 157)#(157, 6)#(6, 10)#(10, 773)#(773, 65)#(65, 785)#(785, 815)#(815, 829)#(829, 111)#(111, 318)#(318, 456)
(151, 296)#(296, 379)#(379, 587)#(587, 589)#(589, 348)#(348, 8)#(8, 10)#(10, 67)#(67, 751)#(751, 153)#(153, 109)#(109, 785)#(785, 65)#(65, 26)
(3, 142)#(142, 727)#(727, 770)#(770, 106)#(106, 4)#(4, 21)#(21, 25)#(25, 260)#(260, 772)#(772, 705)#(705, 750)#(750, 785)#(785, 794)#(794, 856)
(67, 161)#(161, 200)#(200, 651)#(651, 666)#(666, 785)#(785, 1245)#(1245, 1365)#(1365, 1850)#(1850, 2403)#(2403, 2490)#(2490, 2523)#(2523, 2600)#(2600, 2617)#(2617, 2679)
(2045, 2320)#(2320, 2722)#(2722, 2676)#(2676, 1944)#(1944, 2562)#(2562, 364)#(364, 2366)#(2366, 4665)#(4665, 3428)#(3428, 4205)#(4205, 1973)#(1973, 785)#(785, 898)#(898, 2922)
(260, 705)#(705, 755)#(755, 750)#(750, 772)#(772, 785)#(785, 794)#(794, 856)#(856, 869)#(869, 871)#(871, 835)#(835, 1038)#(1038, 1403)#(1403, 1407)#(1407, 1415)
(296, 379)#(379, 587)#(587, 589)#(589, 154)#(154, 343)#(343, 585)#(585, 316)#(316, 328)#(328, 592)#(592, 18)#(18, 7)#(7, 773)#(773, 13)#(13, 785)
(587, 151)#(151, 379)#(379, 8)#(8, 157)#(157, 6)#(6, 10)#(10, 773)#(773, 65)#(65, 785)#(785, 815)#(815, 829)#(829, 111)#(111, 318)#(318, 456)
