(1187, 2833)#(2833, 260)#(260, 419)#(419, 936)#(936, 2707)#(2707, 905)#(905, 1174)#(1174, 1175)#(1175, 1176)#(1176, 1182)#(1182, 589)#(589, 1237)#(1237, 1250)#(1250, 1055)
(1236, 3737)#(3737, 1406)#(1406, 1928)#(1928, 3890)#(3890, 1910)#(1910, 2935)#(2935, 2233)#(2233, 2706)#(2706, 2707)#(2707, 1245)#(1245, 1599)#(1599, 1916)#(1916, 4297)#(4297, 1318)
(1183, 1187)#(1187, 2394)#(2394, 355)#(355, 2707)#(2707, 2732)#(2732, 2679)#(2679, 2998)#(2998, 1560)#(1560, 1830)#(1830, 2933)#(2933, 2633)#(2633, 2254)#(2254, 775)#(775, 2540)
(1232, 3779)#(3779, 2089)#(2089, 296)#(296, 1070)#(1070, 3858)#(3858, 768)#(768, 4148)#(4148, 369)#(369, 3778)#(3778, 733)#(733, 954)#(954, 2707)#(2707, 1174)#(1174, 1263)
(2, 1172)#(1172, 1973)#(1973, 458)#(458, 1278)#(1278, 318)#(318, 470)#(470, 740)#(740, 1242)#(1242, 1870)#(1870, 3027)#(3027, 2707)#(2707, 846)#(846, 898)#(898, 1184)
(260, 351)#(351, 3072)#(3072, 267)#(267, 599)#(599, 1174)#(1174, 1561)#(1561, 3995)#(3995, 3986)#(3986, 4134)#(4134, 4135)#(4135, 4144)#(4144, 4169)#(4169, 4074)#(4074, 4155)
(1245, 32)#(32, 111)#(111, 2680)#(2680, 906)#(906, 976)#(976, 1710)#(1710, 2707)#(2707, 1007)#(1007, 2021)#(2021, 2413)#(2413, 3030)#(3030, 2)#(2, 363)#(363, 593)
(1172, 2707)#(2707, 4031)#(4031, 1245)#(1245, 3721)#(3721, 296)#(296, 1273)#(1273, 1942)#(1942, 2284)#(2284, 4067)#(4067, 4230)#(4230, 2775)#(2775, 3446)#(3446, 2616)#(2616, 2623)
(479, 2707)#(2707, 3362)#(3362, 1245)#(1245, 1669)#(1669, 2922)#(2922, 3307)#(3307, 3697)#(3697, 3705)#(3705, 3664)#(3664, 3737)#(3737, 3182)#(3182, 30)#(30, 33)#(33, 586)
(2627, 3882)#(3882, 471)#(471, 981)#(981, 1021)#(1021, 1206)#(1206, 1569)#(1569, 1641)#(1641, 1834)#(1834, 2707)#(2707, 3654)#(3654, 3718)#(3718, 750)#(750, 932)#(932, 1037)
(2284, 2302)#(2302, 2780)#(2780, 1893)#(1893, 3558)#(3558, 2489)#(2489, 846)#(846, 1942)#(1942, 1198)#(1198, 296)#(296, 19)#(19, 4058)#(4058, 4627)#(4627, 2707)#(2707, 2706)
(590, 818)#(818, 2807)#(2807, 2902)#(2902, 479)#(479, 2395)#(2395, 2707)#(2707, 526)#(526, 3939)#(3939, 4541)#(4541, 3665)#(3665, 1947)#(1947, 318)#(318, 2548)#(2548, 111)
(611, 665)#(665, 1172)#(1172, 1251)#(1251, 1798)#(1798, 2665)#(2665, 2707)#(2707, 2535)#(2535, 7)#(7, 376)#(376, 643)#(643, 849)#(849, 1342)#(1342, 1378)#(1378, 1947)
(112, 2284)#(2284, 3120)#(3120, 3343)#(3343, 111)#(111, 738)#(738, 749)#(749, 2581)#(2581, 2707)#(2707, 2616)#(2616, 2273)#(2273, 2627)#(2627, 223)#(223, 2066)#(2066, 2287)
(1187, 2833)#(2833, 260)#(260, 419)#(419, 936)#(936, 2707)#(2707, 905)#(905, 1174)#(1174, 1175)#(1175, 1176)#(1176, 1182)#(1182, 589)#(589, 1237)#(1237, 1250)#(1250, 1055)
(1236, 3737)#(3737, 1406)#(1406, 1928)#(1928, 3890)#(3890, 1910)#(1910, 2935)#(2935, 2233)#(2233, 2706)#(2706, 2707)#(2707, 1245)#(1245, 1599)#(1599, 1916)#(1916, 4297)#(4297, 1318)
(1183, 1187)#(1187, 2394)#(2394, 355)#(355, 2707)#(2707, 2732)#(2732, 2679)#(2679, 2998)#(2998, 1560)#(1560, 1830)#(1830, 2933)#(2933, 2633)#(2633, 2254)#(2254, 775)#(775, 2540)
(1232, 3779)#(3779, 2089)#(2089, 296)#(296, 1070)#(1070, 3858)#(3858, 768)#(768, 4148)#(4148, 369)#(369, 3778)#(3778, 733)#(733, 954)#(954, 2707)#(2707, 1174)#(1174, 1263)
(2, 1172)#(1172, 1973)#(1973, 458)#(458, 1278)#(1278, 318)#(318, 470)#(470, 740)#(740, 1242)#(1242, 1870)#(1870, 3027)#(3027, 2707)#(2707, 846)#(846, 898)#(898, 1184)
(260, 351)#(351, 3072)#(3072, 267)#(267, 599)#(599, 1174)#(1174, 1561)#(1561, 3995)#(3995, 3986)#(3986, 4134)#(4134, 4135)#(4135, 4144)#(4144, 4169)#(4169, 4074)#(4074, 4155)
(1245, 32)#(32, 111)#(111, 2680)#(2680, 906)#(906, 976)#(976, 1710)#(1710, 2707)#(2707, 1007)#(1007, 2021)#(2021, 2413)#(2413, 3030)#(3030, 2)#(2, 363)#(363, 593)
(1172, 2707)#(2707, 4031)#(4031, 1245)#(1245, 3721)#(3721, 296)#(296, 1273)#(1273, 1942)#(1942, 2284)#(2284, 4067)#(4067, 4230)#(4230, 2775)#(2775, 3446)#(3446, 2616)#(2616, 2623)
(479, 2707)#(2707, 3362)#(3362, 1245)#(1245, 1669)#(1669, 2922)#(2922, 3307)#(3307, 3697)#(3697, 3705)#(3705, 3664)#(3664, 3737)#(3737, 3182)#(3182, 30)#(30, 33)#(33, 586)
(2627, 3882)#(3882, 471)#(471, 981)#(981, 1021)#(1021, 1206)#(1206, 1569)#(1569, 1641)#(1641, 1834)#(1834, 2707)#(2707, 3654)#(3654, 3718)#(3718, 750)#(750, 932)#(932, 1037)
(2284, 2302)#(2302, 2780)#(2780, 1893)#(1893, 3558)#(3558, 2489)#(2489, 846)#(846, 1942)#(1942, 1198)#(1198, 296)#(296, 19)#(19, 4058)#(4058, 4627)#(4627, 2707)#(2707, 2706)
(590, 818)#(818, 2807)#(2807, 2902)#(2902, 479)#(479, 2395)#(2395, 2707)#(2707, 526)#(526, 3939)#(3939, 4541)#(4541, 3665)#(3665, 1947)#(1947, 318)#(318, 2548)#(2548, 111)
(611, 665)#(665, 1172)#(1172, 1251)#(1251, 1798)#(1798, 2665)#(2665, 2707)#(2707, 2535)#(2535, 7)#(7, 376)#(376, 643)#(643, 849)#(849, 1342)#(1342, 1378)#(1378, 1947)
(112, 2284)#(2284, 3120)#(3120, 3343)#(3343, 111)#(111, 738)#(738, 749)#(749, 2581)#(2581, 2707)#(2707, 2616)#(2616, 2273)#(2273, 2627)#(2627, 223)#(223, 2066)#(2066, 2287)
