(1276, 261)#(261, 23)#(23, 2080)#(2080, 3171)#(3171, 3667)#(3667, 582)#(582, 32)#(32, 1100)#(1100, 371)#(371, 1074)#(1074, 2270)#(2270, 427)#(427, 176)#(176, 2060)
(371, 2064)#(2064, 1583)#(1583, 1327)#(1327, 896)#(896, 3773)#(3773, 319)#(319, 1257)#(1257, 3064)#(3064, 308)#(308, 2893)#(2893, 216)#(216, 1803)#(1803, 296)#(296, 2876)
(1590, 2064)#(2064, 1537)#(1537, 1660)#(1660, 1081)#(1081, 2720)#(2720, 176)#(176, 2722)#(2722, 997)#(997, 2485)#(2485, 2340)#(2340, 4532)#(4532, 2330)#(2330, 2297)#(2297, 2329)
(2624, 3278)#(3278, 2149)#(2149, 1220)#(1220, 427)#(427, 2045)#(2045, 3214)#(3214, 176)#(176, 1451)#(1451, 4548)#(4548, 3426)#(3426, 3888)#(3888, 2266)#(2266, 318)#(318, 51)
(1880, 846)#(846, 1172)#(1172, 260)#(260, 3538)#(3538, 4135)#(4135, 2914)#(2914, 3076)#(3076, 660)#(660, 223)#(223, 2518)#(2518, 4756)#(4756, 1922)#(1922, 1735)#(1735, 176)
(308, 1218)#(1218, 506)#(506, 4376)#(4376, 4590)#(4590, 1254)#(1254, 2932)#(2932, 4297)#(4297, 2744)#(2744, 154)#(154, 2150)#(2150, 4550)#(4550, 1363)#(1363, 1840)#(1840, 4552)
(2639, 2149)#(2149, 3338)#(3338, 2296)#(2296, 70)#(70, 1646)#(1646, 3187)#(3187, 1173)#(1173, 2310)#(2310, 3335)#(3335, 176)#(176, 355)#(355, 4215)#(4215, 151)#(151, 2)
(159, 484)#(484, 197)#(197, 1828)#(1828, 3017)#(3017, 45)#(45, 752)#(752, 1443)#(1443, 1801)#(1801, 2603)#(2603, 2327)#(2327, 2329)#(2329, 176)#(176, 1646)#(1646, 501)
(306, 307)#(307, 1884)#(1884, 308)#(308, 3446)#(3446, 3779)#(3779, 2256)#(2256, 3244)#(3244, 4773)#(4773, 3703)#(3703, 4530)#(4530, 155)#(155, 898)#(898, 3858)#(3858, 4144)
(2027, 1270)#(1270, 2270)#(2270, 1267)#(1267, 3616)#(3616, 1259)#(1259, 176)#(176, 3550)#(3550, 2236)#(2236, 2859)#(2859, 2589)#(2589, 1662)#(1662, 3566)#(3566, 1269)#(1269, 4881)
(2093, 1233)#(1233, 1930)#(1930, 1599)#(1599, 2517)#(2517, 1619)#(1619, 2997)#(2997, 1260)#(1260, 2490)#(2490, 1470)#(1470, 2832)#(2832, 2063)#(2063, 176)#(176, 2313)#(2313, 4881)
(2588, 146)#(146, 2680)#(2680, 1192)#(1192, 45)#(45, 1541)#(1541, 4355)#(4355, 3657)#(3657, 19)#(19, 373)#(373, 176)#(176, 3890)#(3890, 3908)#(3908, 318)#(318, 1675)
(1042, 2080)#(2080, 1246)#(1246, 361)#(361, 326)#(326, 1236)#(1236, 2028)#(2028, 3311)#(3311, 412)#(412, 3179)#(3179, 3520)#(3520, 4037)#(4037, 3003)#(3003, 3390)#(3390, 176)
(1247, 2311)#(2311, 711)#(711, 1273)#(1273, 1345)#(1345, 1753)#(1753, 307)#(307, 1986)#(1986, 1932)#(1932, 308)#(308, 380)#(380, 2560)#(2560, 2451)#(2451, 3376)#(3376, 4765)
(1430, 308)#(308, 4967)#(4967, 4756)#(4756, 4881)#(4881, 4144)#(4144, 1185)#(1185, 1172)#(1172, 112)#(112, 3858)#(3858, 910)#(910, 4786)#(4786, 1199)#(1199, 4135)#(4135, 1196)
(1830, 2284)#(2284, 1871)#(1871, 2287)#(2287, 3338)#(3338, 2015)#(2015, 145)#(145, 1067)#(1067, 1105)#(1105, 308)#(308, 411)#(411, 1009)#(1009, 427)#(427, 1317)#(1317, 901)
(3773, 1211)#(1211, 818)#(818, 195)#(195, 381)#(381, 1084)#(1084, 1317)#(1317, 1223)#(1223, 2581)#(2581, 176)#(176, 2883)#(2883, 3978)#(3978, 170)#(170, 379)#(379, 590)
