(4325, 1202)#(1202, 1245)#(1245, 846)#(846, 1947)#(1947, 1174)#(1174, 2652)#(2652, 3892)#(3892, 296)#(296, 260)#(260, 555)#(555, 1483)#(1483, 4888)#(4888, 4135)#(4135, 540)
(605, 1078)#(1078, 1736)#(1736, 1345)#(1345, 2043)#(2043, 1187)#(1187, 3653)#(3653, 3301)#(3301, 1779)#(1779, 176)#(176, 740)#(740, 890)#(890, 1116)#(1116, 4325)#(4325, 1208)
(1539, 2024)#(2024, 318)#(318, 112)#(112, 910)#(910, 1613)#(1613, 4187)#(4187, 3216)#(3216, 3705)#(3705, 4355)#(4355, 4547)#(4547, 4552)#(4552, 3571)#(3571, 4325)#(4325, 30)
(4325, 375)#(375, 1078)#(1078, 1071)#(1071, 1942)#(1942, 4711)#(4711, 4712)#(4712, 4713)#(4713, 4715)#(4715, 4716)#(4716, 4717)#(4717, 4692)#(4692, 4695)#(4695, 4640)#(4640, 4630)
(4325, 1202)#(1202, 1245)#(1245, 846)#(846, 1947)#(1947, 1174)#(1174, 2652)#(2652, 3892)#(3892, 296)#(296, 260)#(260, 555)#(555, 1483)#(1483, 4888)#(4888, 4135)#(4135, 540)
(605, 1078)#(1078, 1736)#(1736, 1345)#(1345, 2043)#(2043, 1187)#(1187, 3653)#(3653, 3301)#(3301, 1779)#(1779, 176)#(176, 740)#(740, 890)#(890, 1116)#(1116, 4325)#(4325, 1208)
(1539, 2024)#(2024, 318)#(318, 112)#(112, 910)#(910, 1613)#(1613, 4187)#(4187, 3216)#(3216, 3705)#(3705, 4355)#(4355, 4547)#(4547, 4552)#(4552, 3571)#(3571, 4325)#(4325, 30)
(4325, 375)#(375, 1078)#(1078, 1071)#(1071, 1942)#(1942, 4711)#(4711, 4712)#(4712, 4713)#(4713, 4715)#(4715, 4716)#(4716, 4717)#(4717, 4692)#(4692, 4695)#(4695, 4640)#(4640, 4630)
(4325, 1202)#(1202, 1245)#(1245, 846)#(846, 1947)#(1947, 1174)#(1174, 2652)#(2652, 3892)#(3892, 296)#(296, 260)#(260, 555)#(555, 1483)#(1483, 4888)#(4888, 4135)#(4135, 540)
(605, 1078)#(1078, 1736)#(1736, 1345)#(1345, 2043)#(2043, 1187)#(1187, 3653)#(3653, 3301)#(3301, 1779)#(1779, 176)#(176, 740)#(740, 890)#(890, 1116)#(1116, 4325)#(4325, 1208)
(1539, 2024)#(2024, 318)#(318, 112)#(112, 910)#(910, 1613)#(1613, 4187)#(4187, 3216)#(3216, 3705)#(3705, 4355)#(4355, 4547)#(4547, 4552)#(4552, 3571)#(3571, 4325)#(4325, 30)
(4325, 375)#(375, 1078)#(1078, 1071)#(1071, 1942)#(1942, 4711)#(4711, 4712)#(4712, 4713)#(4713, 4715)#(4715, 4716)#(4716, 4717)#(4717, 4692)#(4692, 4695)#(4695, 4640)#(4640, 4630)
