(590, 479)#(479, 1184)#(1184, 846)#(846, 3064)#(3064, 1187)#(1187, 1174)#(1174, 64)#(64, 2004)#(2004, 2253)#(2253, 2988)#(2988, 4675)#(4675, 4677)#(4677, 3807)#(3807, 4135)
(1939, 303)#(303, 319)#(319, 1876)#(1876, 1076)#(1076, 3366)#(3366, 671)#(671, 2888)#(2888, 4677)#(4677, 3807)#(3807, 4901)#(4901, 3098)#(3098, 1327)#(1327, 2419)#(2419, 2278)
(4057, 4921)#(4921, 4923)#(4923, 4934)#(4934, 4134)#(4134, 4881)#(4881, 4649)#(4649, 4243)#(4243, 4053)#(4053, 4146)#(4146, 4153)#(4153, 4677)#(4677, 4144)#(4144, 3981)#(3981, 4060)
(877, 2107)#(2107, 4871)#(4871, 4941)#(4941, 906)#(906, 1190)#(1190, 2907)#(2907, 166)#(166, 376)#(376, 1558)#(1558, 1664)#(1664, 3942)#(3942, 3824)#(3824, 4903)#(4903, 4677)
(2680, 1732)#(1732, 2206)#(2206, 2624)#(2624, 1032)#(1032, 4973)#(4973, 1461)#(1461, 4677)#(4677, 1748)#(1748, 1704)#(1704, 461)#(461, 3891)#(3891, 2881)#(2881, 1103)#(1103, 1574)
(4215, 4901)#(4901, 1197)#(1197, 2273)#(2273, 3535)#(3535, 3994)#(3994, 3667)#(3667, 2043)#(2043, 4918)#(4918, 3467)#(3467, 1792)#(1792, 3845)#(3845, 4677)#(4677, 878)#(878, 2481)
(590, 479)#(479, 1184)#(1184, 846)#(846, 3064)#(3064, 1187)#(1187, 1174)#(1174, 64)#(64, 2004)#(2004, 2253)#(2253, 2988)#(2988, 4675)#(4675, 4677)#(4677, 3807)#(3807, 4135)
(1939, 303)#(303, 319)#(319, 1876)#(1876, 1076)#(1076, 3366)#(3366, 671)#(671, 2888)#(2888, 4677)#(4677, 3807)#(3807, 4901)#(4901, 3098)#(3098, 1327)#(1327, 2419)#(2419, 2278)
(4057, 4921)#(4921, 4923)#(4923, 4934)#(4934, 4134)#(4134, 4881)#(4881, 4649)#(4649, 4243)#(4243, 4053)#(4053, 4146)#(4146, 4153)#(4153, 4677)#(4677, 4144)#(4144, 3981)#(3981, 4060)
(877, 2107)#(2107, 4871)#(4871, 4941)#(4941, 906)#(906, 1190)#(1190, 2907)#(2907, 166)#(166, 376)#(376, 1558)#(1558, 1664)#(1664, 3942)#(3942, 3824)#(3824, 4903)#(4903, 4677)
(2680, 1732)#(1732, 2206)#(2206, 2624)#(2624, 1032)#(1032, 4973)#(4973, 1461)#(1461, 4677)#(4677, 1748)#(1748, 1704)#(1704, 461)#(461, 3891)#(3891, 2881)#(2881, 1103)#(1103, 1574)
(4215, 4901)#(4901, 1197)#(1197, 2273)#(2273, 3535)#(3535, 3994)#(3994, 3667)#(3667, 2043)#(2043, 4918)#(4918, 3467)#(3467, 1792)#(1792, 3845)#(3845, 4677)#(4677, 878)#(878, 2481)
(590, 479)#(479, 1184)#(1184, 846)#(846, 3064)#(3064, 1187)#(1187, 1174)#(1174, 64)#(64, 2004)#(2004, 2253)#(2253, 2988)#(2988, 4675)#(4675, 4677)#(4677, 3807)#(3807, 4135)
(1939, 303)#(303, 319)#(319, 1876)#(1876, 1076)#(1076, 3366)#(3366, 671)#(671, 2888)#(2888, 4677)#(4677, 3807)#(3807, 4901)#(4901, 3098)#(3098, 1327)#(1327, 2419)#(2419, 2278)
(4057, 4921)#(4921, 4923)#(4923, 4934)#(4934, 4134)#(4134, 4881)#(4881, 4649)#(4649, 4243)#(4243, 4053)#(4053, 4146)#(4146, 4153)#(4153, 4677)#(4677, 4144)#(4144, 3981)#(3981, 4060)
(877, 2107)#(2107, 4871)#(4871, 4941)#(4941, 906)#(906, 1190)#(1190, 2907)#(2907, 166)#(166, 376)#(376, 1558)#(1558, 1664)#(1664, 3942)#(3942, 3824)#(3824, 4903)#(4903, 4677)
(2680, 1732)#(1732, 2206)#(2206, 2624)#(2624, 1032)#(1032, 4973)#(4973, 1461)#(1461, 4677)#(4677, 1748)#(1748, 1704)#(1704, 461)#(461, 3891)#(3891, 2881)#(2881, 1103)#(1103, 1574)
