(382, 1174)#(1174, 1550)#(1550, 3617)#(3617, 1172)#(1172, 1560)#(1560, 1390)#(1390, 1860)#(1860, 1128)#(1128, 846)#(846, 526)#(526, 1176)#(1176, 2514)#(2514, 260)#(260, 1202)
(176, 1446)#(1446, 3391)#(3391, 4156)#(4156, 2514)#(2514, 1915)#(1915, 3493)#(3493, 1675)#(1675, 2420)#(2420, 296)#(296, 4135)#(4135, 768)#(768, 2876)#(2876, 318)#(318, 846)
(1078, 1353)#(1353, 2600)#(2600, 1887)#(1887, 2391)#(2391, 2314)#(2314, 2489)#(2489, 2774)#(2774, 2514)#(2514, 2473)#(2473, 260)#(260, 1055)#(1055, 2093)#(2093, 2714)#(2714, 2789)
(355, 3857)#(3857, 4498)#(4498, 1198)#(1198, 2924)#(2924, 1947)#(1947, 2514)#(2514, 3900)#(3900, 338)#(338, 344)#(344, 872)#(872, 898)#(898, 1237)#(1237, 2070)#(2070, 3188)
(2063, 523)#(523, 1876)#(1876, 3721)#(3721, 308)#(308, 3932)#(3932, 3463)#(3463, 1188)#(1188, 3275)#(3275, 3530)#(3530, 2514)#(2514, 307)#(307, 306)#(306, 1213)#(1213, 318)
(888, 1175)#(1175, 979)#(979, 1525)#(1525, 1947)#(1947, 2609)#(2609, 2514)#(2514, 3076)#(3076, 2800)#(2800, 2242)#(2242, 1944)#(1944, 2646)#(2646, 1271)#(1271, 1697)#(1697, 2107)
(1175, 1190)#(1190, 1198)#(1198, 590)#(590, 894)#(894, 1209)#(1209, 4135)#(4135, 4213)#(4213, 846)#(846, 1595)#(1595, 2514)#(2514, 42)#(42, 1574)#(1574, 318)#(318, 1162)
(2302, 1928)#(1928, 4789)#(4789, 2055)#(2055, 4011)#(4011, 1627)#(1627, 4587)#(4587, 2514)#(2514, 1116)#(1116, 1061)#(1061, 2876)#(2876, 2247)#(2247, 4794)#(4794, 2997)#(2997, 1803)
(2775, 2997)#(2997, 2825)#(2825, 2687)#(2687, 2761)#(2761, 1190)#(1190, 1648)#(1648, 2498)#(2498, 1622)#(1622, 2517)#(2517, 2514)#(2514, 1823)#(1823, 1043)#(1043, 296)#(296, 1842)
(4135, 1272)#(1272, 33)#(33, 4786)#(4786, 2876)#(2876, 1574)#(1574, 2514)#(2514, 288)#(288, 1070)#(1070, 2460)#(2460, 456)#(456, 181)#(181, 3447)#(3447, 2150)#(2150, 2679)
(1260, 1238)#(1238, 2024)#(2024, 1375)#(1375, 2043)#(2043, 3090)#(3090, 1541)#(1541, 3610)#(3610, 4782)#(4782, 373)#(373, 267)#(267, 2986)#(2986, 2514)#(2514, 1177)#(1177, 1116)
(1560, 1174)#(1174, 1187)#(1187, 2514)#(2514, 3617)#(3617, 1633)#(1633, 108)#(108, 590)#(590, 1199)#(1199, 1470)#(1470, 2775)#(2775, 2)#(2, 1240)#(1240, 177)#(177, 355)
(4887, 2876)#(2876, 1591)#(1591, 3191)#(3191, 2247)#(2247, 355)#(355, 4164)#(4164, 4282)#(4282, 166)#(166, 181)#(181, 2514)#(2514, 4148)
(2807, 1307)#(1307, 888)#(888, 354)#(354, 1205)#(1205, 2634)#(2634, 2825)#(2825, 1540)#(1540, 2036)#(2036, 2514)#(2514, 3859)#(3859, 521)#(521, 4563)#(4563, 318)#(318, 51)
(479, 1187)#(1187, 2273)#(2273, 1215)#(1215, 2968)#(2968, 1175)#(1175, 3490)#(3490, 3270)#(3270, 643)#(643, 2546)#(2546, 3529)#(3529, 51)#(51, 1505)#(1505, 2514)#(2514, 2617)
(3447, 1583)#(1583, 825)#(825, 4973)#(4973, 2170)#(2170, 1420)#(1420, 4786)#(4786, 1155)#(1155, 1599)#(1599, 2775)#(2775, 4279)#(4279, 3858)#(3858, 2514)#(2514, 768)#(768, 33)
(1518, 2007)#(2007, 3598)#(3598, 1887)#(1887, 2774)#(2774, 2425)#(2425, 2514)#(2514, 177)#(177, 1216)#(1216, 3030)#(3030, 126)#(126, 355)#(355, 1460)#(1460, 2895)#(2895, 2914)
(1924, 277)#(277, 711)#(711, 3657)#(3657, 176)#(176, 2058)#(2058, 2485)#(2485, 1928)#(1928, 3075)#(3075, 4147)#(4147, 2197)#(2197, 1173)#(1173, 2514)#(2514, 2689)#(2689, 4781)
(112, 364)#(364, 2103)#(2103, 3721)#(3721, 479)#(479, 3530)#(3530, 3538)#(3538, 3705)#(3705, 3510)#(3510, 3629)#(3629, 2775)#(2775, 1218)#(1218, 2514)#(2514, 2914)#(2914, 177)
(1312, 1074)#(1074, 2637)#(2637, 267)#(267, 501)#(501, 1321)#(1321, 1301)#(1301, 3353)#(3353, 660)#(660, 2247)#(2247, 1221)#(1221, 2489)#(2489, 2876)#(2876, 1254)#(1254, 2514)
(1249, 3916)#(3916, 4786)#(4786, 4135)#(4135, 1183)#(1183, 3858)#(3858, 768)#(768, 2514)#(2514, 2914)#(2914, 48)#(48, 296)#(296, 112)#(112, 1172)#(1172, 253)#(253, 2997)
